Business name,Webiste,Address,Number,Email,Note,,Worker,,,,,,,,,,
Reverence Tattoo,http://www.reverencetattoo.com.au/,,61 3 9077 5886,,Duplicate,,,,,,,,,,,,
The Whiskey Barrel Tattoo Parlour,https://www.facebook.com/whiskeybarreltattoo,"63a Victoria st, Seddon, VIC, Australia, Victoria",61 3 9077 0255,whiskeybarreltattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Rock'N'Ink,https://www.rocknink.com.au/,"ROCK N' INK, 234 BLACKBURN ROAD, GLEN WAVERLEY, VIC, 3150  ",61 455 544 133,bookings@rocknink.com.au,,,Shahwaiz Farooq,,,,,,,,,,
The Rose & Anchor Tattoo Studio,http://www.roseandanchor.com.au/,2/372 KEILOR ROAD NIDDRIE VIC 3042,61 3 9379 3275,roseandanchor@bigpond.com,,,Shahwaiz Farooq,,,,,,,,,,
Renegade Art Society - Tattoo and Body Piercing,http://www.renegadeartsociety.com/,"32C Grantham Street Brunswick West, VIC, 3058",61 3 9326 1267,info@renegadeartsociety.com,,,Shahwaiz Farooq,,,,,,,,,,
Anderson Street Tattoo,http://www.andersonstreettattoo.com/,"79 Anderson Street, Yarraville, Melbourne 3013",61 3 8518 9759,andersonstreettattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
The Sweet Life Tattoo Shop,http://www.thesweetlifetattooshop.com/,459 High St Northcote VIC 3070,61 3 9024 6842,thesweetlifetattooshop@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Electric Rooster Tattoo & Removal,https://electricroostertattoo.au/,89c FITZROY ST ST KILDA VIC 3182,61 3 9041 5199,electricroostertattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Sin City Tattoos,http://www.sincitytattoos.com.au/,"60 Keilor Rd, Essendon North,Melbourne, 3041",61 3 9877 8008,info@sincitytattoos.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Tattoo Magic,http://tattoomagic.com.au/,"100 Gertrude St, Fitzroy VIC 3065, Australia",61 3 9415 7022,tattoomagic@me.com,,,Shahwaiz Farooq,,,,,,,,,,
Liquid Silver Tattoo,http://www.liquidsilvertattoo.com.au/,"58 Hoddle St, Abbotsford VIC ",61 3 9417 6669,info@liquidsilvertattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
GOLDEN DARUMA TATTOO,https://www.goldendarumatattoo.com.au/,"596 Canterbury Road, Vermont VIC 3133",61 3 9873 7868,goldendarumatattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Base 9 Tattoos,http://www.base9tattoos.com/,"666 Mt Alexander Rd ,Moonee Ponds,VIC, 3039",61 3 9370 1444,info@base9tattoos.com,,,Shahwaiz Farooq,,,,,,,,,,
Hellraiser Tattoo,https://hellraisertattoo.com/,"171 Johnston Street, Collingwood, Melbourne, VIC, Australia, Victoria",61 3 8652 8371,bookings@hellraisertattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Black Heart Tattoo Parlour,http://www.blackhearttattoo.com.au/,"38 Fawkner Street, Westmeadows VIC 3049",61 3 9338 5330,info@blackhearttattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Ten-Ten Tattoo,https://www.ten-tentattoo.com.au/,"887 Burke Rd., Camberwell, Victoria 3124, Australia",61 3 9882 2851,tententattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
China Zone Tattoo,https://www.chinazonetattoo.com.au/,"418 Station Street, Box Hill, VIC 3128",61 405 673 333,qianhezong@163.com,,,Shahwaiz Farooq,,,,,,,,,,
Faith Hope Charity Tattoo,http://www.fhctattoo.com/,"56 Pin Oak Crescent Flemington, VIC, 3031 Australia",61 3 9078 7696,contact@fhctattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Heart and Home Tattoo,http://www.heartandhometattoo.com/,"21 Holmes Road, Moonee Ponds Melbourne VIC 3039",61 466 080 486,heartandhometattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Taboo Tattoo,http://www.tabootattoo.com.au/,"89 Whitehorse Road, Blackburn VIC 3130",61 3 9877 8008,andre@tabootattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Ink Studio,http://ink-studio.com.au/,,61 3 9347 2372,,Change,,,,,,,,,,,,
Westona Tattoo,https://m.facebook.com/westonatattoo/,"Altona, VIC, Australia, Victoria",61 427 077 901,scottglen@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Mekko Tattoo,https://www.primalink.com.au/,"11 Willesden Road, Hughesdale, VIC, 3166",61 451 649 899,admin@primalink.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Divine Chaos Body Art,https://divinechaosbodyart.com/,"391 Mt Alexander Rd, Ascot Vale VIC 3032, Australia",61 466 110 774,contact@divinemagazine.biz,,,Shahwaiz Farooq,,,,,,,,,,
Essential Beauty & Piercing Melbourne Central,https://www.essentialbeauty.com.au/beauty-salons/melbourne-central/,,61 3 9654 9919,,Duplicate,,,,,,,,,,,,
EZE Training - Education for the Cosmetic Tattoo - Body Piercing - Tattoo - Beauty Industries,http://www.ezetraining.edu.au/,Preston Victoria 3072 Australia,61 1300 552 044,info@ezetraining.com.au,,,Shahwaiz Farooq,,,,,,,,,,
2012 Tattoo Company - Newcastle Tattoos,http://www.2012tattoocompany.com.au/,"5 Lambton Road, Broadmeadow NSW 2292",61 2 4943 4333,info@2012tattoocompany.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Downunder Tattoo,https://www.facebook.com/Downunder-Tattooing-158798194146169/,"19 downie street, Maryville, NSW, Australia, New South Wales",61 452 066 691,downunder.t@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Golden Monkey Tattoo,https://www.goldenmonkeytattoo.com.au/,"135A BEAUMONT STREET, HAMILTON, NSW 2290 ",61 2 4927 6019,info@goldenmonkeytattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Til Death Tattoo,https://www.tildeathclub.com.au/,"9/87 King Street, Warners Bay NSW 2282",61 2 4959 3800,hello@tildeathclub.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Piercing and Hair by Georgia,,,61 3 5561 2467,,Web N/F,,,,,,,,,,,,
Gallery 14,https://www.instagram.com/gallery14tattoo,"Shop 1 of 38-44 Berry St, Nowra, New South Wales 2541",61 2 4426 6188,gallery14tattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Image Ink Tattoo Co.,http://www.facebook.com/imageinktattooco,"62 North St Shop 4, Nowra, NSW, Australia, New South Wales",61 2 4421 0608,imageinktattooco@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Alchemie Ink,https://www.thealchemiecollective.com/,"Shop 1 & 2 of 78-80 Junction Street, Nowra",61 474 950 315,thealchemiecollective@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Gold Empire Tattoo Barber,http://www.goldempire.com.au/,"164 Wood St, Mackay QLD 4740, Australia",61 7 4957 6428,goldempiretattoobarber@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Maiden Ink Tattoos,https://m.facebook.com/maideninktattoos/,"1b Grendon street., Mackay, QLD, Australia, Queensland",61 7 4953 0355,tattoo@maidenink.com.au,,,Shahwaiz Farooq,,,,,,,,,,
State of the Art Tattooing,https://m.facebook.com/stateoftheartmackay/,"Shop 6 / 13 - 17 Evans Avenue, Post Office Plaza, Mackay, QLD, Australia, Queensland",61 7 4944 1024,Stateofthearttattoos@outlook.com,,,Shahwaiz Farooq,,,,,,,,,,
CMP Cosmetic Tattoo & Microblading,http://cmpbeauty.com.au/,Mackay Queensland Australia,61 436 017 930,info@cmpbeauty.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Flowstyletattoo,http://www.flowstyletattoo.com/,"Shop 9/87 King St 87 King St, Warners Bay NSW 2282, Australia",61 435 142 757,contact@flowstyletattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Designing Faces,http://designingfaces.com.au/,213 Darby St Cooks Hill NSW 2300,61 2 4925 2274,hello@designingfaces.com.au,,,Shahwaiz Farooq,,,,,,,,,,
The Cabin Collective,https://www.facebook.com/thecabincollectivetattoo/,"511 High Street, Maitland, NSW, Australia, New South Wales",61 412 422 291,thecabincollective@icloud.com,,,Shahwaiz Farooq,,,,,,,,,,
The Inked Tattoo Subscription,https://www.theinkedtattoosubscription.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16026414537208459818,"Sydney, NSW, Australia",61 405 467 353,support@theinkedtattoosubscription.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Spider garden tattoo studio,http://www.spidergardentattoostudio.com.au/,"Marmong Point, Lake Macquarie",61 420 569 845,info@spidergarden.com,,,Shahwaiz Farooq,,,,,,,,,,
Honey Ink,http://www.honeyinktattoo.com/,"Shop 2078/1 Molly Morgan Drive, Stockland Greenhills, NSW, 2323",61 2 4933 8490,info@honeyinktattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Newcastle Tattoo Removal,http://www.newcastletattooremoval.com.au/,Level 5 175 Scott Street Newcastle NSW 2300,61 2 4929 1011,reception@newcastletattooremoval.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Gallery Tattoo,https://www.facebook.com/gallerytattoocompany/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Shop 10/37e Ferodale Rd, Medowie NSW 2318, Australia",61 2 4982 8892,liamalderson@hotmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Tulsa Cosmetic Tattooing and Beauty,http://tulsabeauty.au/,"5/41 Charles Street, Warners Bay,. New South Wales,. Australia",61 402 676 855,info@tulsabeauty.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Tattoo Curiosities,http://www.facebook.com/tattoocuriosities,"1/291 Watkins Rd, Wangi Wangi, NSW, Australia, New South Wales",61 413 703 121,tattoocuriosities@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
SkinKandy Charlestown,https://skinkandy.com/pages/location-details-charlestown,"1115/30 Pearson St, Charlestown NSW 2290",61 2 4943 0590,customerservice@skinkandy.com,,,Shahwaiz Farooq,,,,,,,,,,
Ritual Adornment Alternative Beauty Bar,https://www.ritualadornment.com.au/,"60 Church Street, Maitland, New South Wales 2320, Australia",61 2 4933 7750,bodypiercingbykelmaree@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Birdie HQ,http://www.birdiebrows.com.au/," 148 Maitland Road, Mayfield, NSW 2304",61 466 696 000,birdiebrows@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Skinblitz Tattoo,https://skinblitz.wixsite.com/skinblitztattoo,"174 Vincent St, Cessnock NSW 2325, Australia",61 2 4991 6541,skinblitz@outlook.com,,,Shahwaiz Farooq,,,,,,,,,,
Tahu Skin Clinic,,,61 422 409 536,,Change,,,,,,,,,,,,
Jan Beauty Brows,https://www.janbeautybrows.com.au/,"268 Turton Road New Lambton , Newcastle, NSW, Australia, New South Wales",61 400 461 658,janbeautybrows.au@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
,,,,,,,Shahwaiz Farooq,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Black Temple Tattoo - Townsville,http://www.blvktempletattoo.com.au/,"225 Flinders St, Townsville City QLD 4810, Australia",61 435 822 760,townsville@blvktempletattoo.com,,,Salman Ahmed,,,,,,,,,,
The Dead Man’s Hand Tattoo,http://www.thedeadmanshandtattoo.com.au/,"14/175 Sturt St, Townsville City QLD 4810, Australia",61 452 226 902,thedeadmanshandtattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
West Bound Creative Company,https://www.facebook.com/Allureinktattoostudio/,"12/261 Flinders St, Townsville City QLD 4810, Australia",61 7 4420 2387,westboundcreativecompany@gmail.com,,,Salman Ahmed,,,,,,,,,,
Good Vibrations Tattoo Studio,https://www.facebook.com/goodvibrationstattoostudio/,"94 Boundary St, Railway Estate QLD 4810, Australia",61 7 4731 1370,goodvibes.tsv@gmail.com,,,Salman Ahmed,,,,,,,,,,
The Laughing Buddha Tattoo,http://www.thelaughingbuddhatattoo.com.au/,"13 Ingham Road, West End, Townsville, QLD, Australia, Queensland",61 7 4772 2864,info@thelaughingbuddhatattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Death Proof Tattoo,https://www.facebook.com/deathprooftattoo,"1/277 Flinders St, Townsville City QLD 4810, Australia",61 455 450 704,deathprooftattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Inksplosion Tattoo Studio,https://www.facebook.com/Inksplosion/,"210-212 Charters Towers Rd Townsville, QLD, Australia 4812",61 7 4700 8292,inksplosion@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Acres of Skin Tattoo Studio,https://www.facebook.com/acresofskintattoos/,"Shop 6/57 Bowen Road, Rosslea Townsville, QLD, Australia 4812",61 7 4420 1776,acresofskintattoos@gmail.com,,,Salman Ahmed,,,,,,,,,,
Allure Ink Tattoo,,,61 410 705 060,,Dubalicate,,,,,,,,,,,,
Studio 278,https://www.tsvstudio278.com/,"4/228-244 Riverside Boulevard, Douglas Townsville, QLD, Australia 4814",61 407 147 922,Info@tsvstudio278.com,,,Salman Ahmed,,,,,,,,,,
Masterpiece Studio,https://masterpiecestudio.com.au/,,,,This Is Cosmetic Tattoo Website,,,,,,,,,,,,
Second Skin Tattoo,https://www.secondskintattoo.com.au/,"81 Thuringowa Drive, Kirwan, QLD, 4817, Australia",61 7 4723 5366,secondskin@ozemail.com.au,,,Salman Ahmed,,,,,,,,,,
Dark Arts Tattoo,https://www.darkartstattoomd.com/,"Unit 3/12 Anderson Walk, Smithfield SA 5114, Australia",61 7 4700 6005,booking@darkartstattoomd.com,,,Salman Ahmed,,,,,,,,,,
Luke Conway Tattoo Artist - Private Tattoo Studio Townsville,http://www.visualbliss.au/,"117 Charters Towers Rd, Hyde Park, Queensland, 4812, Australia", 61 747210774,visualblisstattoostudio@outlook.com,,,Salman Ahmed,,,,,,,,,,
Finest Line Tattoos Geelong,https://www.facebook.com/finestlinetattoosgeelong/,"Geelong West, VIC, Australia · Grovedale, VIC, Australia · Lara, VIC, Australia · Waurn Ponds, VIC, Australia · North Geelong, VIC, Australia · East Geelong, VIC, Australia · Geelong, VIC, Australia · South Geelong, VIC, Australia",61 411 404 281,Finelinetattoosgeelong@gmail.com,,,Salman Ahmed,,,,,,,,,,
Evolved Ink Tattoo Studio,https://evolvedinktattoo.com/,"64 Little Malop Street, Geelong, VIC, Australia, Victoria",61 447 256 544,info@evolvedinkgeelong.com,,,Salman Ahmed,,,,,,,,,,
Shinto Tattoo's,https://m.facebook.com/shintotattoos/,"144-146 Ryrie Street, Geelong, VIC, Australia, Victoria",61 3 5221 0299,shintotattoos@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Saints and Sinners Tattoo Studio Geelong,https://www.facebook.com/profile.php?id=100090945015025,"Shop/22 Centrepoint Arcade, Geelong VIC 3220, Australia",61 424 802 985,admin@saintsandsinnerstattoostudio.com.au,,,Salman Ahmed,,,,,,,,,,
Jimmy Zsargo Tattoos,http://www.jimmyzsargotattoos.com/,"Geelong, Victoria, Australia",61 411 404 281,jmzpml@hotmail.com,,,Salman Ahmed,,,,,,,,,,
The Art of Ben Bickley - Geelong Tattoo Artist & Fine Artist,http://www.benbickley.com/,"350 Pakington St, Geelong VIC 3220, Australia",61 401 391 471,theartofbenbickley@gmail.com,,,Salman Ahmed,,,,,,,,,,
Newtown Art Studio - Geelong Tattoo Studio,https://newtownartstudio.com.au/,"Greater Geelong, VIC, Australia · Geelong, VIC, Australia",61 401 391 471,Newtownartstudio@gmail.com,,,Salman Ahmed,,,,,,,,,,
House Of Wolves Tattoo,https://www.instagram.com/houseofwolvestattoo_/,"82A Hope St, Geelong West VIC 3218, Australia",61 3 5229 0171,houseofwolvestattooco@gmail.com,,,Salman Ahmed,,,,,,,,,,
Cosmetic Tattoo By Louise,https://www.coastlineink.com.au/,,61 481 313 308,,This Is Cosmetic Tattoo Website,,,,,,,,,,,,
Geelong Tattoo Studio,,,61 3 4248 4620,,Dubalicate,,,,,,,,,,,,
Off Ya Tree Geelong,http://www.offyatree.com.au/,"89A Ryrie St, Geelong VIC 3220, Australia",61 3 4244 1156,info@offyatree.com.au,,,Salman Ahmed,,,,,,,,,,
Teya Tattoos- Geelong tattoo artist,https://www.instagram.com/_tater_t0t_tattoos?igsh=N3Y1bjh5dWJkcHF6&utm_source=qr,"Ryrie St, Geelong VIC 3220, Australia",,,Email N/A,,,,,,,,,,,,
City Ink Tattoo Geelong,https://www.cityinktattoo.com.au/,"198 Moorabool St, Geelong VIC 3220, Australia",61 481 386 856,cityinkgeelong@gmail.com,,,Salman Ahmed,,,,,,,,,,
Shinto Tattoo Gallery,,,61 3 5229 4999,,Dubalicate,,,,,,,,,,,,
Cairns City Tattoo,https://www.cairnscitytattoo.com/,"26 Shields St, Cairns, QLD, Australia, Queensland",61 7 4041 1669,fnqtattoo@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Trademark ink,http://trademarkink.com/,"SHOP 2 28 SPENCE STREET CAIRNS CITY QUEENSLAND, AUSTRALIA",61 7 4031 7976,trademarkink@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Montaj Movement Studio,https://www.facebook.com/studiomontajmovement/,"2B/2 Aplin St, Cairns City QLD 4870, Australia",61 7 4041 4554,montajtattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Royal Blue Tattoo,http://royalbluetattoo.com.au/,"3/155 Sheridan St, Cairns QLD 4870",,mail@royalbluetattoo.com.au,,,Salman Ahmed,,,,,,,,,,
Cairns City Tattoo 2,http://cairnscitytattoo.com.au/,"100 Lake St, Cairns City QLD 4870, Australia",61 7 4242 8569,,Dubalicate,,,,,,,,,,,,
Foo Dog Studio,https://www.facebook.com/foodogstudio,"5/175 Bunda St, Cairns City QLD 4870, Australia",,foodogstudio@gmail.com,,,Salman Ahmed,,,,,,,,,,
La Bomba Loca Tattoo,https://www.labombalocatattoo.com.au/,"26/55 Lake St, Cairns City QLD 4870, Australia",61 447 531 056,crazyadam@labombalocatattoo.com,,,Salman Ahmed,,,,,,,,,,
House Family Tattoo,https://www.facebook.com/housefamilytattoo,"5/21 Faculty Close, Smithfield, Cairns, QLD, Australia, Queensland",,housefamilytattoo@icloud.com,,,Salman Ahmed,,,,,,,,,,
Dusk and Bloom Studio,https://www.instagram.com/duskandbloomstudio/,,,,Email n/A,,,,,,,,,,,,
Dynasty Tattoo,https://www.dynastytattoo.com.au/,"62 Shields Street, Cairns City QLD 4870",61 401 977 298,TattooDynasty@gmail.com,,,Salman Ahmed,,,,,,,,,,
Cairns Cosmetic Tattoo,http://www.cairnscosmetictattoo.com.au/,"4 Nioka PlCaravonica QLD 4878, Australia",61 433 459 876,stephanie.j.gibbs@gmail.com,,,Salman Ahmed,,,,,,,,,,
Sunnyside Social Tattoo,http://sunnysidetattoos.com/,"Suite 3/132 Collins AveEdge Hill QLD 4870, Australia",61 418 310 445,sunnyside.social.tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Boss Ink Tattoo,https://www.instagram.com/_boss_ink/?hl=en,"Dynasty Tattoo, 62 Shields St, Cairns City QLD 4870, Australia",,,Email n/A,,,,,,,,,,,,
Muse Fine Line Tattoo,https://www.instagram.com/musefinelinetattoos/?hl=en,"157-173 Mulgrave Rd, Bungalow QLD 4870, Australia",61 419 113 415,,Email n/A,,,,,,,,,,,,
Cold Steel Piercing,,,61 7 4041 4438,,Website N/A,,,,,,,,,,,,
Wonderland tattoo studio fnq,https://www.facebook.com/profile.php?id=100089310381433&mibextid=ZbWKwL,"116 Reed Road, Trinity Park, Cairns, QLD, Australia, Queensland",61 434 157 347,wonderlandtattoofnq@gmail.com,,,Salman Ahmed,,,,,,,,,,
Home Tattoo Studio,,,,,Website N/A,,,,,,,,,,,,
Jeneration Ink,http://www.jenerationink.com.au/,,61 433 200 165,,This Is Cosmetic Tattoo Website,,,,,,,,,,,,
NuScalp Micropigmentation Clinic,,"3b/87 St. Cüns City QLD 4870, Austrü", 61 401 439 731,,website in India,,,,,,,,,,,,
South Point Tattoo,,"4/163-167 Bruce Hwy. Edmonton QLD 4869, Australia", 61 435 no 970,,Email n/A,,,,,,,,,,,,
Tattoo Territory Darwin,https://www.facebook.com/tattooterritory,"Unit 13/641 Stuart Highway Darwin, NT, Australia 0828",61 478 194 221,tattooterritorydarwin@outlook.com,,,Salman Ahmed,,,,,,,,,,
Mazel Tough Tattoo,http://www.mazeltoughtattoo.com.au/,"68 Marina Blvd, Larrakeyah NT 0820, Australia", 61 400 000 000,ck.tats@hotmail.com,,,Salman Ahmed,,,,,,,,,,
Wink Tattoo Studio Darwin,https://www.facebook.com/p/W-Ink-Tattoo-Studio-Darwin-100086947697432/,"Nightcliff Rd, Nightcliff NT 0810, Australia",61 434 030 512,ink@balinesiatattoodarwin.com.au,,,Salman Ahmed,,,,,,,,,,
Lelei INK.,https://www.facebook.com/leleiINK/,"14/356 Bagot Rd, Millner NT 0810, Australia",61 434 585 680,leleiink@outlook.com,,,Salman Ahmed,,,,,,,,,,
Tattoo Crew,https://www.tattoocrew.com.au/,,61 8 8927 2858,tattoocrewnt@gmail.com,,,Salman Ahmed,,,,,,,,,,
Vogue Body Piercing,https://www.voguebodypiercing.com.au/,"410 Stuart HwyWinnellie NT 0820, Australia",(08) 8927 2858,,Dubalicate,,,,,,,,,,,,
INKITUP Darwin City,https://www.facebook.com/gatooed?mibextid=JRoKGi,"30a/3 Manton St Darwin, NT, Australia 0800",61 461 396 058,inkitup@inkitupdarwin.com,,,Salman Ahmed,,,,,,,,,,
SmileArt Tattoo,https://www.facebook.com/p/SmileArt-Tattoo-100090820846668/,"54 Thornton crescent st. Moil, Darwin, NT, Australia, Northern Territory",61 460 575 944,SmileArt.Tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Nini Beltran Tattoo Artist,https://nini.ninja-ink.com/,"14/356 Bagot Rd, Millner NT 0810",61 458 560 990,nini@ninja-ink.com.com,,,Salman Ahmed,,,,,,,,,,
Horinami Tattoo,https://instagram.com/horinami_tattoo,"#306 4-14 Buckingham St. Surry Hills, NSW 2010. Sydney, Australia",61 402 536 937,Horinami.tattoo@gmail.com,,,Salman Ahmed,,,,,,,,,,
Balinesia Tattoo Studio Darwin,,"32 Patterson St, Malak NT 0812, Australia",61 418 661 525,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Apinya Tattoo Studio,,"Adelaide SA, Australia",,,Website N/A,,,,,,,,,,,,
77 Tattoos,https://www.facebook.com/77tattooz/,"Kurralta Park SA, Australia",61 414 628 455,qiqi@77tattoos.com.au,,,Aaron,,,,,,,,,,
East End Ink,https://www.facebook.com/p/East-End-Ink-Rundle-Street-100089687856965/?locale=sq_AL,"Level 1-280 Rundle Street Adelaide, SA, Australia 5000",,,Email N/F,,,,,,,,,,,,
Matt Collins Tattoo,https://www.mattcollinstattoo.com/,"118 Port Rd Adelaide, SA, Australia 5007",,mattcollinstattoo@gmail.com,,,Aaron,,,,,,,,,,
Kacey Meg Tattoos- Little Harajuku Tattoo Studio,http://kaceymegtattoos.com/,"Little Harajuku Tattoo Studio, 34 Twin Street, Adelaide, 5000",,kaceymegtattoos@gmail.com,,,Aaron,,,,,,,,,,
Tattoos By Eloise,https://www.facebook.com/tattooedbyeloise/,"Daw Park SA, Australia",,tattoosbyeloise.australia@gmail.com,,,Aaron,,,,,,,,,,
Andy Paris Tattoo,https://andyparistattoos.com/,"Level 5 / 19 North tce, Hackney. South Australia, Australia",,Andyparistattoos@gmail.com,,,Aaron,,,,,,,,,,
Northern Point Tattoo Studio,https://www.facebook.com/northernpointtattoos/,"1575 Main North Road Salisbury East, Adelaide, South Australia 5109",61 8 8285 7305,northernpointtattoos@gmail.com,,,Aaron,,,,,,,,,,
Ink Supremacy,https://www.facebook.com/mawsonlakestattoo/,"Mawson Lakes SA, Australia",61 8 8151 0628,mawsonlakestattoo@gmail.com,,,Aaron,,,,,,,,,,
Added,,,,,,,,,,,,,,,,,
Gawler Body Art,https://www.facebook.com/gawlerbodyart/,"1 Main North Road Evanston, SA, Australia 5118",61 8 8522 2011,artists@gawlerbodyart.com,,,Ammar,,,,,,,,,,
May Cat Tatts,https://www.maycattatts.com/,"205 Grenfell St, Adelaide SA 5000, Australia Adelaide, SA, Australia 5000",,may.cat.tatts@gmail.com,,,Ammar,,,,,,,,,,
Banners Ink,,"Dry Creek SA, Australia",,,,,,,,,,,,,,,
Ink & Grace Studios,https://www.instagram.com/inkandgracestudios?igsh=MWY0cmwyY3puZWMzYQ%3D%3D&utm_source=qr,"Magill SA, Australia",,,Email N/F,,,,,,,,,,,,
Pink Lotus Australia,http://www.pinklotusaustralia.com/,"Suite 1, 5/19 North Terrace Hackney, SA, Australia 5069",61 402 181 693,info@pinklotusbreastrestoration.com,,,Ammar,,,,,,,,,,
GodFather Studios,https://www.instagram.com/godfathertattoostudio/,"270 Main North Road Prospect, Adelaide, South Australia 5082",,godfatherstudios.tattoo@outlook.com,,,Ammar,,,,,,,,,,
Harry Plane Tattoo,http://harryplane.com/,"19 North Terrace, Hackney. Adelaide, S.A. 5069",,harry.plane@gmail.com,,,Ammar,,,,,,,,,,
STU PAGDIN TATTOOER,http://stupagdintattooer.com/,"Meiji Tattoo, 106 Flinders Street, Adelaide, SA, 5000, Australia",,stupagdintattooer@gmail.com,,,Ammar,,,,,,,,,,
Urban Ink,https://www.urbaninkaustralia.com/,"Ingle Farm SA, Australia",61 8 7093 7368,urbaninkaustralia@gmail.com,,,Ammar,,,,,,,,,,
The Tattoo Removal Co,http://www.thetattooremovalco.net/,"106 Fliders Street, Adelaide, SA, Australia, South Australi",61 431 756 944,info@thetattooremovalco.net,,,Ammar,,,,,,,,,,
IN GOOD HANDS TATTOO,,,,,,,,,,,,,,,,,
LaserTat,http://www.lasertat.com.au/,"234 St Vincent Street Port Adelaide, SA, Australia 5015",61 421 132 734,info@lasertat.com.au,,,Ammar,,,,,,,,,,
Thi Aim - Adelaide tiny tattoos | Adelaide permanent jewellery,http://www.obsessedwithbeauty.com/,,,,Email N/F,,,,,,,,,,,,
"Brow Shop - Beauty, PMU & Training Supplies",https://www.browshop.com.au/,,61 430 718 031,,indusrtry change,,,,,,,,,,,,
ZARA Permanent Beauty - Cosmetic Tattoo Adelaide,https://zarapermanentbeauty.com.au/,"57 O'Connell St, North Adelaide SA 5006",61 469 942 451,info@zarapermanentbeauty.com.au,,,Ammar,,,,,,,,,,
ARCH COSMETICS,https://www.archcosmetics.com.au/,"​61/41-47 Melbourne St, North Adelaide SA 5006",61 455 670 029,archcosmeticsnth@gmail.com,,,Ammar,,,,,,,,,,
Inkspector Clouseau's Tattoo Emporium,https://www.instagram.com/inkspectorclouseaustattoo/,"254 Tapleys Hill Road, Seaton, Adelaide, South Australia 5023",,inkspectorcte@outlook.com,,,Ammar,,,,,,,,,,
Essential Beauty Rundle Mall,https://www.essentialbeauty.com.au/beauty-salons/rundle-mall/,"Adelaide SA, Australia",61 8 8223 6644,,indusrtry change,,,,,,,,,,,,
Meticulous Brow,http://meticulousbrow.com.au/,"Fika Clinic, 28 Surrey Road, Keswick, SA, Australia",61 416 078 040,hello@meticulousbrow.com.au,,,Ammar,,,,,,,,,,
Smoking breno,,,61 419 142 238,,,,,,,,,,,,,,
Runaway Kustom's,,"Aldinga Beach SA, Australia",61 423 178 308,,,,,,,,,,,,,,
Good Golly Tattoo Collective,https://www.instagram.com/goodgollytattoocollective/,"5/69 Gawler Street Mount Barker, SA, Australia 5251",,goodgollytattoocollective@gmail.com,,,Ammar,,,,,,,,,,
