Business Name,Website URL,Contact (General email address),Person Email,Industry,Products they sell,Worker,,,,,,,,,,,,,,,,,,,
Nene Canela. Marca,http://www.nenecanela.com/,info@nenecanela.com,,Retail,Children Clothes,Ammar,,,,,,,,,,,,,,,,,,,
Memora Football,http://www.memorafootball.com/,info@memorafootball.com,,Retail,Sport Produts,Ammar,,,,,,,,,,,,,,,,,,,
Gargoncoins,http://www.gargoncoins.com/,orders@gargoncoins.com,,Retail,Coins,Ammar,,,,,,,,,,,,,,,,,,,
Insinkerator Tienda Online,http://www.insinkerator.tienda/,contact@insinkerator.tienda,,Retail,Home Appliances,Ammar,,,,,,,,,,,,,,,,,,,
JadeMotor,http://www.jademotor.com/,jade@jademotor.com,,Retail,Motorcycles and Motorcycles parts,Ammar,,,,,,,,,,,,,,,,,,,
Chupetemania,http://www.chupetemania.com/,info@chupetemania.com,,Retail,Baby Produts,Ammar,,,,,,,,,,,,,,,,,,,
La Casa de las Golosinas,http://www.lacasadelasgolosinas.com/,administracion@lacasadelasgolosinas.com,,Retail,Bakery Products,Ammar,,,,,,,,,,,,,,,,,,,
GAMEVIP,http://www.gamevip.es/,info@gamevip.es,,Retail,Video games,Ammar,,,,,,,,,,,,,,,,,,,
Clinica de la Bicicleta,http://www.clinicadelabicicleta.com/,info@clinicadelabicicleta.com,,Retail,Bicycle and Bike Parts,Ammar,,,,,,,,,,,,,,,,,,,
Yuly - Tu tienda de danza,http://www.yuly.es/,info@yuly.es,,Retail,Footwear and Clothing,Ammar,,,,,,,,,,,,,,,,,,,
Topalin,http://www.topalin.shop/,info@topalin.shop,,Retail,Baby Clothes,Ammar,,,,,,,,,,,,,,,,,,,
ZIMA DISTRIBUCION,http://www.zimadistribucion.com/,sales@zimadistribucion.com,,Retail,Vehicles,Ammar,,,,,,,,,,,,,,,,,,,
Almerored,http://www.almerored.com/,info@almerored.com,,Retail,Fishing Products,Ammar,,,,,,,,,,,,,,,,,,,
Fusión.Málaga,http://www.fusionmalaga.com/,hola@fusionmalaga.com,,Retail,Apparel & Fashion,Ammar,,,,,,,,,,,,,,,,,,,
Balaki Sports,http://www.balakisports.com/,info@balakisports.com,,Retail,Sport Produts,Ammar,,,,,,,,,,,,,,,,,,,
MAPIRONLINE,http://www.mapironline.es/,tienda@mapironline.es,,Retail,Clothing,Ammar,,,,,,,,,,,,,,,,,,,
Calzados Breogán,http://www.elenavazquezvigo.com/,elenavazquezvigo@gmail.com,,Retail,Footwear and Accessories,Ammar,,,,,,,,,,,,,,,,,,,
Aurelio Rosa,http://www.aureliorosa.es/,comercial@aureliorosa.es,,Retail,Home Appliances,Ammar,,,,,,,,,,,,,,,,,,,
El faro de los tres mundos,http://www.elfarodelostresmundos.com/,web@elfarodelostresmundos.com,,Retail,"Novels, Books, toys and Imitation Games",Ammar,,,,,,,,,,,,,,,,,,,
SPORTS GRACIA,http://www.sportsgracia.com/,info@sportsgracia.com,,Retail,Footwear,Ammar,,,,,,,,,,,,,,,,,,,
Els Xixonencs,http://www.elsxixonencs.com/,contacte@elsxixonencs.com,,Retail,Bakery Products,Ammar,,,,,,,,,,,,,,,,,,,
Deportes Eolo,http://www.deporteseolo.com/,deporteseolo@gmail.com,,Retail,Sportswear and Sport Produts,Ammar,,,,,,,,,,,,,,,,,,,
El Atelier de Diego Caride,http://www.elatelierdediegocaride.com/,info@elatelierdediegocaride.com,,Retail,Bakery Products,Ammar,,,,,,,,,,,,,,,,,,,
Xanela da Danza,http://www.xaneladadanza.com/,pedidos@xaneladadanza.com,,Retail,Dancing Clothes,Ammar,,,,,,,,,,,,,,,,,,,
Bernina Navarra Maquinas de Coser,http://www.berninanavarra.com/,info@berninanavarra.com,,Retail,Industrial Products and Accessories,Ammar,,,,,,,,,,,,,,,,,,,
JORAPAPACOSA SL,http://www.sayez.com/,hola@sayez.com,,Retail,Furniture,Ammar,,,,,,,,,,,,,,,,,,,
ZULU TACTICAL,http://www.zulutactical.es/,info@zulutactical.es,,Retail,Sporting equipment,Ammar,,,,,,,,,,,,,,,,,,,
ROBOTLANDIA,http://www.robotlandia.es/,info@robotlandia.es,,Retail,Programmable kits and Accessories,Ammar,,,,,,,,,,,,,,,,,,,
Pasión Ciclista,http://www.pasionciclista.es/,tienda@pasionciclista.es,,Retail,Sport Produts,Ammar,,,,,,,,,,,,,,,,,,,
acuariomalaga,http://www.acuariomalaga.com/,sales@acuariomalaga.com,,Retail,"Aquariums, Live Animals/Livestock",Ammar,,,,,,,,,,,,,,,,,,,
Lencería Estela,http://www.lenceriaestela.com/,info@lenceriaestela.com,,Retail,Apparel & Fashion,Ammar,,,,,,,,,,,,,,,,,,,
HMB de HERO TECH NUTRITION,http://www.herotechnutrition.com/,info@herotechnutrition.com,,Retail,Vitamins And Minerals,Ammar,,,,,,,,,,,,,,,,,,,
"Lencería La Vascongada - corsetería, moda baño, mercería",http://www.lavascongada.com/,lavascongadaderosa@gmail.com,,Retail,Clothing,Ammar,,,,,,,,,,,,,,,,,,,
Galician Shop .com,http://www.galicianshop.com/,email@galicianshop.com,,Retail,Sport Produts and Accessories,Ammar,,,,,,,,,,,,,,,,,,,
Galitrading,http://www.galitrading.com/,info@galitrading.com,,Retail,"Machinery, Textile, Food",Ammar,,,,,,,,,,,,,,,,,,,
ENVASADORAS DE,http://www.envasadorasalvacio.com/,vactilia@vactilia.es,,Retail,Industrial and Home Appliances,Ammar,,,,,,,,,,,,,,,,,,,
Enemotos,http://www.enemotos.com/,tiendaonline@enemotos.com,,Retail,"HELMETS, Clothing and Accessories",Ammar,,,,,,,,,,,,,,,,,,,
Baskonia Alavés Store,http://www.baskoniaalavesstore.com/,baskonia@baskonia.com,,Retail,Sport Kits,Ammar,,,,,,,,,,,,,,,,,,,
Vida Sana Oviedo,http://www.vidasanaoviedo.es/,vidasanaoviedo@gmail.com,,Retail,Hygiene and cosmetics,Ammar,,,,,,,,,,,,,,,,,,,
más Que ver,http://www.masquever.com/,masqueveroptica@gmail.com,,Retail,Glasses and Contact lenses,Ammar,,,,,,,,,,,,,,,,,,,
etikatiempolibre,http://www.etikatiempolibre.es/,info@etikatiempolibre.es,,Retail,Apparel & Fashion,Ammar,,,,,,,,,,,,,,,,,,,
La Gama Blanca,http://www.lagamablanca.es/,lagamablanca@hotmail.com,,Retail,Home Appliances,Ammar,,,,,,,,,,,,,,,,,,,
Libreria Anegon,http://www.libreriaanegon.com/,libreriaanegon35@gmail.com,,Retail,"Novels Books, Sculpture and Stationery items",Ammar,,,,,,,,,,,,,,,,,,,
Coleccionmania,http://www.coleccionmania.com/,info@coleccionmania.com,,Retail,Art & Sculpture,Ammar,,,,,,,,,,,,,,,,,,,
Perth Window Decor,http://www.perthwindowdecor.com.au/,showroom@perthwindowdecor.com.au,,Retail,Curtains and Blinds,Ammar,,,,,,,,,,,,,,,,,,,
Club de la Lucha shop S.L,http://www.clubdelalucha.es/,info@clubdelalucha.es,,Retail,Sport Produts,Ammar,,,,,,,,,,,,,,,,,,,
FOTO VIDEO CLIMENT SA,http://www.climent.es/,info@climent.es,,Retail,"Photo Album, Photo Magazine, Decoration, Photo Canvases",Ammar,,,,,,,,,,,,,,,,,,,
campernet.es,http://www.campernet.es/,info@campernet.es,,Retail,camping and caravanning accessories,Muhammad ali,,,,,,,,,,,,,,,,,,,
GrabadosYsa - Fabrica de Sellos de Caucho,http://www.grabadosysa.es/,gravasysa@gmail.com,,Retail,stamp manufacturers,Muhammad ali,,,,,,,,,,,,,,,,,,,
JAVIER TORRE LOPEZ SL,http://www.fotocentrogijon.com/,correo@fotocentrogijon.com,,Retail,photography store,Muhammad ali,,,,,,,,,,,,,,,,,,,
Gameplay Stores,http://www.gameplaystores.es/,info@gameplaystores.es,,Retail,Gameplay Stores,Muhammad ali,,,,,,,,,,,,,,,,,,,
Centro Deportivo Atmósfera Sport,http://www.centrodeportivo.es/,sales@centrodeportivo.es,,Retail,Clothing Store,Muhammad ali,,,,,,,,,,,,,,,,,,,
MTB A TU GUSTO,http://www.mtbatugusto.es/,info@mtbatugusto.es,,Retail,BIKE SHOP,Muhammad ali,,,,,,,,,,,,,,,,,,,
El Reino Friki,http://www.elreinofriki.es/,info@elreinofriki.es,,Retail,Toy Shop,Muhammad ali,,,,,,,,,,,,,,,,,,,
Farmàcia Pal,http://www.farmaciapal.com/,hola@farmaciapal.com,,Retail,Pharmacy,Muhammad ali,,,,,,,,,,,,,,,,,,,
Vibike,http://www.vibike.com/,info@vibike.com,,Retail,Bike and triathlon store,Muhammad ali,,,,,,,,,,,,,,,,,,,
ENRIQUE MERA,http://www.eenrique.es/,info@orecunchodeartemisa.com,,Retail,Beauty Product,Salman Ahmed,,,,,,,,,,,,,,,,,,,
GARROTE PERFUMERIA Y COSMETICA SL,http://www.perfumeriagarrote.es/,garrote-web@perfumeriagarrote.es,,Retail,skin care Products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Obrador Convento San Antonio,http://www.conventosanantonio.com/,info@oconventosanantonio.com,,Retail,Food Products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Montevil Online,http://www.farmaciamontevil.online/,farmaciamontevil@gmail.com,,Retail,Skin Care Products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Ortopedia Ajudes,http://www.ortopediaajudes.com/,cadajudes@gmail.com,,Retail,Madical Products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Gorbeat Sports,http://www.gorbeatsports.com/,gorbeat@hotmail.com,,Retail,Sports & Fitness,Salman Ahmed,,,,,,,,,,,,,,,,,,,
La Tacita de Té,http://www.latacitadete.es/,info@latacitadete.es,,Retail,Tea Products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Emilio Almorín,http://www.farmaciaalmorin.com/,general@farmacia-almorin.com,,Retail,Beauty Product,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Maxpesca,http://www.maxpesca.es/,maxpesca@maxpesca.es,,Retail,Fishing Products,Imran,,,,,,,,,,,,,,,,,,,
ALMACEN DE,http://www.almacendeferreteria.es/,info@almacendeferreteria.es,,Retail,Hardware and Household Goods,Imran,,,,,,,,,,,,,,,,,,,
MHSC Europa,http://www.mhsceuro.com/,info@mhsceuro.com,,Retail,Gas Fireplaces,Imran,,,,,,,,,,,,,,,,,,,
Mil Alfombras,http://www.milalfombras.com/,milalfombrasweb@gmail.com,,Retail,Carpet,Imran,,,,,,,,,,,,,,,,,,,
GranLenceria,http://www.granlenceria.es,info@granlenceria.es,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Farmacia Sánchez,http://www.lafarmaciasanchez.com,info@lafarmaciasanchez.com,,Retail,"FACIAL,BODILY,CAPILLARY",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
CARLOTTA STYLE,http://www.carlottastyle.com,info@carlottastyle.com,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Farmacia Tuset,http://www.farmaciatuset.es,dgors.salut@gencat.cat,,Retail,"Natural medicineexpand,Parapharmacy",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
ECO-lògic!,http://www.ecologic.cat,info@ecologic.cat,,Retail,Baby Products,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Equipa2Sport,http://www.equipadosport.es,info@equipadosport.com,,Retail,"Perfumeries,Burgos Rigging Shop",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Distrimar S.L.. Todos,http://www.distrimarsl.es,comercial@distrimarsl.com,,Retail,"Fishing,Kayaks-Paddle",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Librería Octavos,http://www.libreriaoctavos.es,admin@libreriaoctavos.es,,Retail,Books,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Farmacyl,http://www.farmacyl.es,farmacylsalud@gmail.com,,Retail,"Health,Products",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Todoparatucoche,http://www.todoparatucoche.com,info@todoparatucoche.com,,Retail,"Aceite Aditivos,Baterías,Limpieza,Moto",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Flor de Nácar Floristas,http://www.flordenacar.es,info@flordenacar.es,,Retail,Flowers,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Smalls by Collantes,http://www.smalls.es,hello@smalls.es,,Retail,Children's furniture,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Farmacia Getafe 3,http://www.farmaciagetafe3.es,contacto@farmaciagetafe3.es,,Retail,"BABIES AND MOMS,COSMETICS,HERBALIST",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Floristeria Garba,http://www.floristeriagarba.com,sales@floristeriagarba.com,,Retail,Flowers and Gift Shop,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Fitenia Surf,http://www.fiteniasurfshop.es,fiteniasurfshop[arroba]hotmail.com,,Retail,Apparel & Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
DARASL,http://www.darasl.es,info@darasl.es,,Retail,Spare parts,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
ORO VIVO,http://www.orovivo.com,info@orovivo.com,,Retail,"jewelry, retail",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Moolberry,http://www.moolberry.com,info@moolberry.com,,Retail,Apparel & Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
RECOAUTOS,http://www.recoautos.com,pedidos@recoautos.compedidos,,Retail,Retailing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
ARN Laboral,http://www.arnlaboral.com,info@arnlaboral.com,,Retail,Retailing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sistemas David,http://www.sistemasdavid.com,info@sistemasdavid.com,,Retail,kitchen furniture Tables,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Energy Biomasa,http://www.energybiomasa.com,info@energybiomasa.com,,Retail,mediterranean,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
carmenkeramik,http://www.carmenkeramik.com,hola@carmenkeramik.com,,Retail,Retailing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
ROPTIC,http://www.roptic.com,info@roptic.com,,Retail,electronic,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Savenfe S.L.,http://www.homeheavenly.com,support@homeheavenly.com,,Retail,Furniture,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sumitec Control Industrial S.L.U.,http://www.sumitec.es,madrid@sumitec.es,,Retail,"Air filtration,Industrial filters",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
GRUPO TC CONSUMIBLES SL,http://www.tiendacartucho.es,info@tiendacartucho.es,,Retail,printers,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
doble d!,http://www.dobled.es,dobled@dobled.es,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
CARLOS CASTELLANO E HIJOS SL,http://www.castellanojoyeros.com,info@castellanojoyeros.es,,Retail,Jewelry and Watches,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
DUREXVI SOCIETAT LIMITADA,http://www.joguinessomnis.cat,info@joguinessomnis.cat,,Retail,Toys,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Disfraces Martín,http://www.disfracesmartin.com,info@disfracesmartin.com,,Retail,Clothing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Megadeportes Molina,http://www.megadeportes.es,contacto@padel-spain.es,,Retail,Clothing and Shoes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
ISLANDSBMX,http://www.islandsbmx.com,islandsbmx@gmail.com,,Retail,Cycles,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Corsetería Minimum,http://www.corseteriaminimum.com,info@corseteriaminimum.com,,Retail,Undergarments,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Grupo SERGONPEC,http://www.equipacionhosteleria.es,comercial@gruposergonpec.com,,Retail,Retailing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Deessa Shop,http://www.deessashop.com,info@deessashop.com,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Flors Pros,http://www.florspros.com,info@florspros.com,,Retail,Flowers,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Zapatruky,http://www.zapatruky.es,hola@zapatruky.es,,Retail,Shoes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Floristería Edén,http://www.floristeriamostoleseden.es,cris_floreden@hotmail.com,,Retail,Flower shop,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
PAPERERIA GOMBAU,http://www.cizallasdahle.com,info@cizallasdahle.com,,Retail,Machines,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
La Boutique del Pescador,http://www.laboutiquedelpescador.es,info@laboutiquedelpescador.es,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Megabici Tarragona,http://www.megabici.com,info@megabici.com,,Retail,Cycles,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Colchoneria Doncel,http://www.colchoneriadoncel.es,colchoneriadoncel@gmail.com,,Retail,Furniture,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
OpticalH,http://www.opticalh.com,info@opticalh.com,,Retail,Sunglasses,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Ferreteria Josep,http://www.ferreteriadomestica.com,ferreteriajosep@gmail.com,,Retail,ELECTRIC EQUIPMENts,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
SuTPV,http://www.sutpv.com,contacto@danzai.es,,Retail,Electronic Products,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Ferreteria Online,http://www.ferreteriapalacios.es,info@ferreteriapalacios.es,,Retail,Lighting spotlights and Heaters,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Desfilart,http://www.desfilart.cat,info@desfilart.cat,,Retail,Towel and Jeans,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Hosuni Web Comercio Electronico,http://www.hosuni.com,hosuni@hosuni.com,,Retail,Clothing and Shoes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Cotton Sweety,http://www.cottonsweety.com,info@cottonsweety.com,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Deportes Decarrerilla,http://www.decarrerilla.com,orders@decarrerilla.com,,Retail,Clothing and Shoes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Agrogardening,http://www.agrogardening.com,info@agrogardening.com,,Retail,"garden, orchard, landscaping",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Farmacia Verdejo,http://www.farmaciaverdejo.es,pharmacyverdejosalamanca@gmail.com,,Retail,"Hygiene,Cosmetics",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Tucuman Aventura,http://www.tucumanaventura.com,tucuman@tucumanaventura.com,,Retail,Clothing and Shoes,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
MOTO RACING BURGOS,http://www.motoracingburgos.net,web@motoracingburgos.net,,Retail,Cycles and Motorcycles,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Niko Motobike,http://www.nikomotobike.com,boutique@nikomotobike.com,,Retail,Cycles and Motorcycles,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Classic tapicerías,http://www.tapiceriasclassicburgos.es,info@tapiceriasclassicburgos.es,,Retail,Sofas and Floral Wing Chair,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Kitkay Muebles,http://www.kitkay.com,info@kitkay.com,,Retail,Kitchen Tables Chairs,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Muebles Zenit,http://www.muebleszenit.com,graficaldesigns@gmail.com,,Retail,Tables and Chairs,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Schussler Natur Cosmedics,http://www.schusslernaturcosmedics.es,info@schusslernaturcosmedics.es,,Retail,HELAN COSMETICS,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sports Zona,http://www.sportszona.com,info@sportszona.com,,Retail,"Jersey,Baseball,Football,Hockey",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Acosta Tu tienda de calzado en Internet,http://www.calzadosacosta.com,info@calzadosacosta.com,,Retail,Clothing and Footware,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Confianza Farmagalia,http://www.farmagalia.com,info@farmagalia.com,,Retail,GIFTS AND PROMOTIONS Cosmetics,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Sports Pamies,http://www.sportspamies.com,info@sportspamies.com,,Retail,"Hard Lures,Rod mounting,accessories,White hair,Hooks",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Flores y Plantas Mari & tusfloresonline,http://www.tusfloresonline.es,info@tusfloresonline.es,,Retail,Toys,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Filatelia Fiscal,http://www.filateliafiscal.es,info@filateliafiscal.es,,Retail,"fiscal stamps, fiscal philately",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
"Dorsalia, tu fábrica de dorsales",http://www.dorsalia.com,dorsalia@dorsalia.com,,Retail,Wooden Trophy,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Galiana Online,http://www.galianaonline.com,info@galianaonline.com,,Retail,Clothing and Fashion,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Juegos la comarca,http://www.juegoslacomarca.es,info@juegoslacomarca.es,,Retail,Collectible Figures,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Pantallas Leds Nano Ag,http://www.plantasacuaticas.es,info@plantasacuaticas.es,,Retail,"Aquatic Plants,Fresh Water,Fish Food",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Folder,http://www.folder.es,info@folder.es,,Retail,Commercial Services & Supplies,Imran,,,,,,,,,,,,,,,,,,,
Cuadros Crifor,http://www.cuadroscrifor.com,info@cuadroscrifor.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
La Farmacia de María,http://www.lafarmaciademaria.com,info@lafarmaciademaria.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Master Gift Import,http://www.tiendasmgi.es,clientes@grupomgi.com,,Retail,Consumer Goods,Imran,,,,,,,,,,,,,,,,,,,
Polaris Accesorios,http://www.polarisaccesorios.com,info@polarisaccesorios.com,,Retail,Automotive,Imran,,,,,,,,,,,,,,,,,,,
Tienda Eurasia,http://www.tiendaeurasia.com,info@eurasia-inter.es,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Joyeria Mili,http://www.joyeriamili.com,consultas@joyeriamili.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Deseos Florist,http://www.deseosflorist.com,Info@deseosflorist.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Adrivi,http://www.zapateriasanchez.com,hola@zapateriasanchez.com,,Retail,"Textiles, Apparel & Luxury Goods",Imran,,,,,,,,,,,,,,,,,,,
Aquasistema Acuarios SL,http://www.pzes.es,info@pzes.es,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Odette Dance,http://www.odettedance.com,odettedanceshop@gmail.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Espai Vegetal,http://www.espaivegetal.com,info@espaivegetal.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
KTM Siebla,http://www.ktmsiebla.com,info@ktmsiebla.com,,Retail,Automotive,Imran,,,,,,,,,,,,,,,,,,,
TodoMadera,http://www.todomadera.es,sales@todomadera.com.es,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
OMBLANC,http://www.omblanc.com,omblanc@omblanc.com,,Retail,"Textiles, Apparel & Luxury Goods",Imran,,,,,,,,,,,,,,,,,,,
WoodFactory,http://www.woodfactory.es,info@woodfactory.es,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Saldos y Stocks,http://www.saldosystocks.com,info@allmobel.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Farmacia Alcorcón,http://www.farmacialcorcon.com,ortopedia@ortopedialcorcon.com,,Retail,Health Care Providers & Services,Imran,,,,,,,,,,,,,,,,,,,
El Templo de la Shisha S.L.,http://www.eltemplodelashisha.es,info@eltemplodelashisha.es,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Ferreidea,http://www.ferreidea.com,informacion@ferreidea.com,,Retail,Specialty Retail,Imran,,,,,,,,,,,,,,,,,,,
Estilo en rosa,http://www.estiloenrosa.com,info@estiloenrosa.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
La Casa de las Setas,http://www.lacasadelassetas.com,info@lacasadellassetas.com,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Dismitor,http://www.dismitor.es,dismitorshop@dismitor.es,,Retail,Retailing,Imran,,,,,,,,,,,,,,,,,,,
Vestuarios Rubio 2.0,http://www.vestuariosrubio.com,info@vestuariosrubio.com,,Retail,"Textiles, Apparel & Luxury Goods",Imran,,,,,,,,,,,,,,,,,,,
Tony Zapatero,http://www.maletastony.com,info@maletastony.com,,Retail,"Textiles, Apparel & Luxury Goods",Imran,,,,,,,,,,,,,,,,,,,
Ministry of Hobby,http://www.ministryofhobby.com,info@ministryofhobby.com,,Retail,Internet Software & Services,Imran,,,,,,,,,,,,,,,,,,,
Herbalia,http://www.herbalia.es,info@herbalia.es,,Retail,Personal Products,Imran,,,,,,,,,,,,,,,,,,,
MASQUECOSMETICA.COM ES LA TIENA ONLINE DE,http://www.masquecosmetica.net,tienda@masquecosmetica.net,,Retail,Cosmetics,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
THE LOUNGE VAPE SHOP,http://www.tlvscanarias.com,info@tlvscanarias.com,,Retail,"Kits,Pods",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Urly Flamenca,http://www.urlyflamenca.es,info@urlyflamenca.es,,Retail,Fashion and footwear,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Cultura de Flor,http://www.culturadeflor.com,orders@culturadeflor.com,,Retail,Flowers,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
RIVAS IBERIAN SPANISH GROUP S.L.,http://www.ibericosrivas.es,info@ibericosrivas.es,,Retail,"Iberian chorizos, Iberian salchichon",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Jovi Joyeros,http://www.jovijoyeros.es,jovijoyeros@jovijoyeros.es,,Retail,"Women's jewelry,Watches",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Comprar Handpan,http://www.zena-drum.com,contact@zena-drum.com,,Retail,Music drum,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Cisland Sunglasses Canarias,http://www.cislandco.com,sunglasses@cislandco.com,,Retail,Sunglasses,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Moda infantil Samira,http://www.modainfantilsamira.com,modainfantilsamira@gmail.com,,Retail,Clothing,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
JESUS ROVIRA SA,http://www.goumar.com,goumar@goumar.com,,Retail,ACCESSORIES,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Zapatonee,http://www.zapatonee.com,clients.zapatonee@gmail.com,,Retail,Fashion and footwear,Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
Puericultura Vallès,http://www.vallesonline.es,vallesonline@gmail.com,,Retail,"Basket Car,Toys",Shahwaiz Farooq,,,,,,,,,,,,,,,,,,,
