Business Name,Address,City,State,Zip,License Number,Phone Number,Contractor Type,Website,Email,Sourse Link,Worker
JAMIESON CONST CO,1413 LA TERRACE CIRCLE,SAN JOSE,CA,95123,523689,(408) 483-5179,General,,,,Zohaib Tariq
JANDU GENERAL ENGINEERING INC,3173 WASHINGTON BLVD,FREMONT,CA,94539,1095286,(510) 602-1518,General,https://janduengineeringinc.com/,contact@janduengineeringinc.com,,Zohaib Tariq
JAR 8 CONSTRUCTION INC,1419 ADRIAN WAY,SAN JOSE,CA,95122,1037699,(408) 393-6572,General,https://www.jar8constructioninc.com/,contact@jar8constructioninc.com,,Zohaib Tariq
JAS CONSTRUCTION,1463 FAIRHAVEN DRIVE,SAN JOSE,CA,95118,546699,(408) 393-3578,General,,,,Zohaib Tariq
JAUREGUI LANDSCAPING,49 STEWART AVENUE,SAN JOSE,CA,95127,717204,(408) 926-0928,Landscaping,,,,Zohaib Tariq
JAV VOLTAGE ELECTRIC,920 N 16TH STREET,SAN JOSE,CA,95112,976693,(408) 314-8211,Electrical,,,,Zohaib Tariq
JAY ALOHA CONSTRUCTION,2658 TAFFY DRIVE,SAN JOSE,CA,95148,1099479,(408) 480-5590,General,,,,Zohaib Tariq
JAY's BUILDERS AND REMODELING INC,10101 STONEHEDGE WAY,SAN JOSE,CA,95127,1099413,(408) 707-6505,General,http://www.jayandreconstruction.com/,,,Zohaib Tariq
JAZZ CUSTOM BUILDER,2859 CHAMIER PLACE,FREMONT,CA,94555,1039513,(408) 515-7759,General,,,,Zohaib Tariq
JB LANDSCAPE,704 OPAL DR APT 6,SAN JOSE,CA,95117,1119969,(714) 225-1570,Landscaping,,,,Zohaib Tariq
JBBC HEATING AND AIR CONDITIONING,3315 SALINAS CT,SAN JOSE,CA,95132,1128823,(408) 679-6296,HVAC,,,,Zohaib Tariq
JC CONSTRUCTION,1536 CATHAY DR,SAN JOSE,CA,95122,1117113,(209) 280-9676,General,,,,Zohaib Tariq
JC PAINTING WORKS INC,361 N CLAREMONT ST #8,SAN MATEO,CA,94401,1132108,(209) 818-1128,Painting,,,,Zohaib Tariq
JC's TREE SERVICE INC,67 SIERRA VISTA PL,SAN JOSE,CA,95116,1126759,(408) 644-4522,Tree,,,,Zohaib Tariq
JCM GLOBAL RE VENTURE LLC,4285 PAYNE AVE #9071,SAN JOSE,CA,95117,1085220,(408) 859-1528,Solar,,,,Zohaib Tariq
JCM GLOBAL RE VENTURE LLC,4285 PAYNE AVE #9071,SAN JOSE,CA,95117,1085220,(408) 859-1528,General,,,,Rehan
JD ELECTRICAL SERVICES,42 E 39TH AVE #4,SAN MATEO,CA,94403,1128782,(650) 703-5457,Electrical,,,,Zohaib Tariq
JD ENERGY SOLUTIONS INC,44799 FREMONT BLVD,FREMONT,CA,94538,1035224,(408) 981-9527,Electrical,https://www.jdenergysolutions.com/,info@jdenergysolutions.com,,Zohaib Tariq
JDJ NORCAL CONSTRUCTION INC,5707 POPLAR COMMON,FREMONT,CA,94538,1104086,(424) 402-2959,General,,,,Zohaib Tariq
JDM CONSTRUCTION & DESIGN INC,PO BOX 731343,SAN JOSE,CA,95173,1066526,(408) 597-6257,General,https://www.jdmconstructiondesigns.com/,jdm.construction.and.design@gmail.com,,Zohaib Tariq
JEFF BURGESS PAINTING AND DECORATING INC,6203 SAN IGNACIO AVE STE 110,SAN JOSE,CA,95119,867249,(408) 425-2194,Painting,,Jeffb408@yahoo.com,https://www.facebook.com/jeffburgesspainting/,Zohaib Tariq
JEFFREY JAMES & SONS PAINTING,1133 DENISE WAY,SAN JOSE,CA,95125,556928,(408) 234-7170,Painting,,,,Zohaib Tariq
JEMBY ELECTRIC INC,4468 TECHNOLOGY DR,FREMONT,CA,94538,968032,(510) 900-9505,General,https://www.jemby.com/,sales@jemby.com,,Zohaib Tariq
JEMBY ELECTRIC INC,4468 TECHNOLOGY DR,FREMONT,CA,94538,968032,(510) 900-9505,Electrical,,,,Rehan
JEMCOR CONSTRUCTION PARTNERS INC,1700 S EL CAMINO REAL STE 400,SAN MATEO,CA,94402,1023748,(415) 941-5832,General,,,,Zohaib Tariq
JENNINGS CONSTRUCTION COMPANY,999 WOODGROVE LANE,SAN JOSE,CA,95136,385805,(408) 265-5862,General,,,,Zohaib Tariq
JENSEN TERRY L CONSTRUCTION,500 SOUTH GENEVIEVE LANE,SAN JOSE,CA,95128,651856,(408) 472-0352,General,,,,Zohaib Tariq
JESSE's PLUMBING AND ROOTER,2118 CANOAS GARDEN AVE,SAN JOSE,CA,95125,739458,(408) 287-4127,Plumbing,,,,Zohaib Tariq
JESUS GARDENING,PO BOX 51383,SAN JOSE,CA,95151,1003528,(408) 569-4565,Landscaping,,,,Zohaib Tariq
JET ELECTRIC,4261 YERBA BUENA AVENUE,SAN JOSE,CA,95121,675028,(408) 258-5600,Electrical,,,,Zohaib Tariq
JET QUALITY PAINTING,3315 SAN FELIPE ROAD APT 1,SAN JOSE,CA,95135,964202,(408) 466-5059,Painting,,,,Zohaib Tariq
JFAL ROOFING INC,339 GREENPARK WAY,SAN JOSE,CA,95136,1039674,(408) 592-9533,Roofing,,,,Zohaib Tariq
JG HEATING AND AIR CONDITIONING,3082 PAVAN DR,SAN JOSE,CA,95148,1076164,(408) 439-3263,HVAC,https://jandgheatingandairconditioning.net/,info@jandgheatingandairconditioning.net,,Zohaib Tariq
JG PAINTING,1426 MC GINNESS AVE,SAN JOSE,CA,95127,1110095,(408) 655-2129,Painting,,,,Zohaib Tariq
JGO PAINTING,275 STONEGATE CIRCLE,SAN JOSE,CA,95110,1121929,(408) 849-5547,Painting,,,,Zohaib Tariq
JH HEATING & COOLING INC,1139 ADRIAN WAY,SAN JOSE,CA,95122,1063321,(408) 674-9776,HVAC,,,,Zohaib Tariq
JIA MEI CONSTRUCTION INC,4251 BLEWETT ST,FREMONT,CA,94538,1106425,(510) 676-8428,General,,,,Zohaib Tariq
JIACHENG HOME IMPROVEMENTS,3300 VERNICE AVE,SAN JOSE,CA,95127,1072738,(408) 824-8995,General,,,,Rehan
JIAJIA CONSTRUCTION LLC,6722 BOLLINGER ROAD,SAN JOSE,CA,95129,1086340,(669) 223-7777,General,,,,Zohaib Tariq
JIMENEDA BUILDERS,10354 LOCHNER DR,SAN JOSE,CA,95127,955206,(408) 623-0651,General,,,,Zohaib Tariq
JIMENEZ CONCRETE INC,486 MENKER AVE,SAN JOSE,CA,95128,821122,(408) 295-2100,Concrete,https://www.jimenezconcreteinc.com/,info@jimenezconcreteinc.com,,Zohaib Tariq
JIMENEZ HYDRONICS,207 VILLA TERRACE,SAN MATEO,CA,94401,1016094,(650) 434-2021,Plumbing,https://www.jimenezhydronics.com/,irving@jimenezhydronics.com,,Zohaib Tariq
JIMENEZ JAMES ULPIO,1548 JACOB AVE,SAN JOSE,CA,95118,1086301,(831) 233-0522,General,,,,Zohaib Tariq
JIMENEZ ROSS CONSTRUCTION,1572 SANTA INEZ DRIVE,SAN JOSE,CA,95125,747200,(408) 264-1472,General,,,,Zohaib Tariq
JIMENEZ SCOTT CONSTRUCTION,701 SO MONROE STREET,SAN JOSE,CA,95128,509188,(408) 244-9193,General,,,,Zohaib Tariq
JIMMY CONSTRUCTION,252 GORDON AVENUE,SAN JOSE,CA,95127,752045,(408) 838-3689,General,,,,Zohaib Tariq
JIMMYS PAINTING,103 EL BOSQUE AVE,SAN JOSE,CA,95134,694898,(510) 657-4781,Painting,,,,Zohaib Tariq
JJ GREAT QUALITY PAINTING,1255 PLUM ST APT 2,SAN JOSE,CA,95110,1122988,(510) 695-8357,Painting,,jjgqualitypainting24@gmail.com,https://www.facebook.com/JJGreatQualityPainting/,Zohaib Tariq
JKK TILE INC,PO BOX 23614,SAN JOSE,CA,95123,1125745,(408) 466-2435,Tile,,,,Zohaib Tariq
JLA HEATING AND AIR CONDITIONING LLC,124 RANCHO DR. APT. 119,SAN JOSE,CA,95111,1082013,(408) 464-4495,HVAC,,,,Zohaib Tariq
JLCON INC,5709 TAN OAK DRIVE,FREMONT,CA,94555,1064895,(510) 366-5553,General,,,,Zohaib Tariq
JLS POWER ELECTRIC INC,3130 RUBINO DR APT 119,SAN JOSE,CA,95125,1122286,(408) 605-6136,Electrical,,,,Zohaib Tariq
JLV CONSTRUCTION,1438 SIERRA GREEK WAY,SAN JOSE,CA,95132,964149,(408) 258-1033,General,,,,Zohaib Tariq
JM RENOVATION GROUP INC,642 N 2ND ST UNIT B,SAN JOSE,CA,95112,1111409,(650) 921-0655,General,,,,Zohaib Tariq
JMB BUILDERS INC,6176 TUOLOMNE CT,SAN JOSE,CA,95123,1105165,(408) 966-7715,General,,,,Zohaib Tariq
JMBC CONSTRUCTION INC,1687 CHESTERON CIRCLE,SAN JOSE,CA,95133,1104928,(408) 762-9689,General,,,,Zohaib Tariq
JMF BUILDERS,PO BOX 14906,FREMONT,CA,94539,1047564,(510) 385-0600,General,,jmfbuilder@yahoo.com,https://www.instagram.com/jmfbuilder/,Zohaib Tariq
JMF BUILDERS INC,1785 CALLE DE PLATA,SAN JOSE,CA,95116,1069109,(408) 564-2306,General,,,,Zohaib Tariq
JMG REMODELING INC,1320 E SAN FERNANDO ST,SAN JOSE,CA,95116,1027698,(408) 287-7801,General,https://www.jmgremod.com/,customerservice@jmgremod.com,,Zohaib Tariq
JMJ GENERAL CONSTRUCTION,932 FAIR AVENUE,SAN JOSE,CA,95122,1007790,(408) 497-3060,General,,,,Zohaib Tariq
JMM CONSTRUCTION LLC,53 B BONAVENTURA DR,SAN JOSE,CA,95134,683398,(831) 334-4572,General,,,,Zohaib Tariq
JMM CONSTRUCTION LLC,53 B BONAVENTURA DR,SAN JOSE,CA,95134,683398,(831) 334-4572,HVAC,,,,Rehan
JMS HEATING & AIR CONDITIONING INC,220 GOODYEAR STREET,SAN JOSE,CA,95110,1069097,(408) 661-6541,HVAC,,,,Zohaib Tariq
JMS PLUMBING,1353 ORLANDO DR,SAN JOSE,CA,95122,1112663,(408) 726-8490,Plumbing,,,,Zohaib Tariq
JMW CORPORATION,120 POWELL ST,SAN MATEO,CA,94401,1015764,(415) 613-3510,General,,,,Zohaib Tariq
JMX ELECTRIC INC,5669 SNELL AVE 360,SAN JOSE,CA,95123,912307,(408) 361-8600,Electrical,https://jmxelectric.com/,info@jmxelectric.com,https://jmxelectric.com/?page_id=143,Zohaib Tariq
JNC CONSTRUCTION,1068 PARK AVE,SAN JOSE,CA,95126,1131783,(530) 681-2792,General,,,,Zohaib Tariq
JND CONSTRUCTION,1981 CAMDEN AVE,SAN JOSE,CA,95124,1075812,(408) 406-2635,General,,,,Zohaib Tariq
JOCSAN TILE COMPANY,65 N 34TH ST,SAN JOSE,CA,95116,1117947,(669) 237-5846,Tile,,,,Zohaib Tariq
JOE's CONCRETE,2621 OTHELLO AVE,SAN JOSE,CA,95122,410598,(408) 561-5464,Concrete,,,,Zohaib Tariq
JOES CONSTRUCTION & PLUMBING,4073 FAIRWOOD STREET,FREMONT,CA,94538,909698,(510) 552-6209,General,,,,Zohaib Tariq
JOES CONSTRUCTION & PLUMBING,4073 FAIRWOOD STREET,FREMONT,CA,94538,909698,(510) 552-6209,Plumbing,,,,Rehan
JOFFORTS COMPUTER INDUSTRIAL COMPANY,1028 CRAIG DRIVE,SAN JOSE,CA,95129,959986,(408) 366-1135,Solar,https://www.jofforts.com/,info@jofforts.com,,Zohaib Tariq
JOHN's PAINTING,964 LA BARBERA DR,SAN JOSE,CA,95126,953794,(408) 202-1717,Painting,,,,Zohaib Tariq
JOHNSON CRAIG M CONSTRUCTION,3055 GREENTREE WAY,SAN JOSE,CA,95128,385029,(408) 605-2104,General,,,,Zohaib Tariq
JOHNSON J M CONSTRUCTION,6081 MERIDIAN AVENUE #70 - 204,SAN JOSE,CA,95120,652245,(408) 299-0900,General,,,,Zohaib Tariq
JOHST FLOORS,2312 RUBY AVE,SAN JOSE,CA,95148,719922,(408) 469-6658,Flooring,,,,Zohaib Tariq
JONATHAN HOANG,44962 PAWNEE DRIVE,FREMONT,CA,94539,856921,(510) 364-8639,General,,,,Zohaib Tariq
JONES CUSTOM CABINETS INC,7030 BURNSIDE DR,SAN JOSE,CA,95120,988066,(408) 568-1892,Finish Carpentry,https://www.jonescustomcabinets.com/,jonescustomcabinets@gmail.com,,Zohaib Tariq
JONES GREG CONSTRUCTION,38833 OVERACKER AVENUE,FREMONT,CA,94536,926938,(510) 750-2609,Earthwork,,,,Zohaib Tariq
JONEZ FINE WOODWORKING,385 BAY STREET,SAN JOSE,CA,95123,853127,(408) 858-5997,Finish Carpentry,,,,Zohaib Tariq
JORDAN ELECTRIC INC,963 CHESTNUT ST,SAN JOSE,CA,95110,1047793,(408) 221-0769,Electrical,https://jordanelectric.com/,info@jordanelectric.com,,Zohaib Tariq
JORDAN GT ELECTRIC INC,963 CHESTNUT STREET,SAN JOSE,CA,95110,594886,(408) 292-2388,Electrical,,,,Zohaib Tariq
JP CONSTRUCTION GROUP,70 CROCKER CT APT 202AA,SAN JOSE,CA,95111,1113326,(209) 818-4348,General,,,,Zohaib Tariq
JP REMODELING COMPANY,1212 MAYBERRY LANE,SAN JOSE,CA,95131,1078712,(408) 717-3239,General,,,,Zohaib Tariq
JPM CONSTRUCTION INC,151 WEST 3RD AVENUE APT 7,SAN MATEO,CA,94402,932838,(650) 477-2410,General,https://jpmconstructs.com/contact-us/,info@jpmconstructs.com,,Zohaib Tariq
JRT ELECTRICAL SERVICES LLC,1780 ROSSWOOD DR,SAN JOSE,CA,95124,1084642,(408) 828-2103,Electrical,,,,Zohaib Tariq
JT CONSTRUCTION SERVICES INC,1720 OCALA AVENUE #B,SAN JOSE,CA,95112,669850,(408) 234-4340,General,,,,Zohaib Tariq
JT HANDYMAN SERVICE,4691 PERSIMMON PL,SAN JOSE,CA,95129,1110756,(669) 225-8425,Electrical,,,,Zohaib Tariq
JTK BUILDERS INC,671 WILLOW GLEN WAY,SAN JOSE,CA,95125,766021,(408) 426-1682,General,http://www.i-m.mx/utex9494/JTKBuilders/,jn@jtkbuilders.com,,Zohaib Tariq
JUAREZ & SONS LANDSCAPING INC,5245 TOMAHAWK DR,SAN JOSE,CA,95136,1031233,(408) 506-0681,Landscaping,https://juarezandsonslandscaping.com/,juarezandsonslandscaping@gmail.com,,Zohaib Tariq
JUAREZ R LANDSCAPING,1222 SPOKANE DR,SAN JOSE,CA,95122,1128656,(669) 294-7644,Landscaping,,,,Zohaib Tariq
JULIO & FAMILY ROOFING,846 PACIFIC AVENUE,SAN JOSE,CA,95126,1105036,(408) 624-0415,Roofing,https://juliofamilyroofing.com/,office@juliofamilyroofing.com,https://www.facebook.com/JulioFamilyRoofing/,Zohaib Tariq
JULLIA SERGE CONSTRUCTION & ELECTRIC INC,1291 ARNOLD AVE,SAN JOSE,CA,95110,842283,(408) 392-8263,General,,,,Zohaib Tariq
JULLIA SERGE CONSTRUCTION & ELECTRIC INC,1291 ARNOLD AVE,SAN JOSE,CA,95110,842283,(408) 392-8263,Electrical,,,,Rehan
JUNG JAEWOOK,47091 BENNS TERRACE,FREMONT,CA,94539,1051734,(510) 999-2090,Painting,,,,Zohaib Tariq
JUST FAUX,1252 CHATEAU DRIVE,SAN JOSE,CA,95120,974939,(408) 310-9126,Painting,https://janicejust.com/,justfaux@gmail.com,,Zohaib Tariq
JUST LEAKS INCORPORATED,951 HAMLINE  STREET,SAN JOSE,CA,95126,712805,(408) 249-4646,General,https://justleaks.com/,info@justleaks.com,,Zohaib Tariq
JUST LEAKS INCORPORATED,951 HAMLINE  STREET,SAN JOSE,CA,95126,712805,(408) 249-4646,Roofing,,,,Rehan
JUST RIGHT LANDSCAPING INC,2079 JAMAICA WAY,SAN JOSE,CA,95122,1026483,(408) 691-2076,Landscaping,,,,Zohaib Tariq
JUST WATER HEATERS AND PLUMBING,4223 OGDEN DRIVE,FREMONT,CA,94538,997251,(510) 676-3771,Plumbing,https://www.justwaterheatersplumbing.com/contact,,,Zohaib Tariq
JUST WINDOW CLEANING AND MAINTENANCE SERVICES,1177 BRANHAM LN #379,SAN JOSE,CA,95118,974177,(408) 684-0777,General,,,,Zohaib Tariq
JUST WINDOW CLEANING AND MAINTENANCE SERVICES,1177 BRANHAM LN #379,SAN JOSE,CA,95118,974177,(408) 684-0777,Clean Up,,,,Rehan
JV HOME BUILDERS INC,40404 BLANCHARD STREET,FREMONT,CA,94538,1128121,(415) 419-7156,General,,,,Zohaib Tariq
JV PLUMBING & SEWER SERVICES INC,1422 JUNE AVENUE,SAN JOSE,CA,95136,1116816,(408) 824-2752,Plumbing,,,,Zohaib Tariq
JW BUILDERS CONSTRUCTION INC,4402 LATIMER AVE,SAN JOSE,CA,95130,1053552,(408) 916-6465,General,,,,Zohaib Tariq
JYL SMART ELECTRIC,6899 VILLAGEWOOD WAY,SAN JOSE,CA,95120,1101596,(408) 673-8241,Electrical,,,,Zohaib Tariq
K - 1 ELECTRIC,5632 STRAWFLOWER LANE,SAN JOSE,CA,95118,954072,(408) 309-2222,Electrical,,,,Zohaib Tariq
K & K CONSTRUCTION,3682 CADWALLADER AVE,SAN JOSE,CA,95121,963702,(408) 964-0344,General,,,,Zohaib Tariq
K & K HOME BUILDER,969 STORY ROAD #6075,SAN JOSE,CA,95122,1005772,(408) 559-3401,General,https://www.kkhomesrealty.com/,salesteam@kkhomes.net,,Zohaib Tariq
K & K LANDSCAPE SERVICES INC,520 N 21ST ST,SAN JOSE,CA,95112,1063813,(408) 759-9990,Landscaping,,,,Zohaib Tariq
K & L BUILDERS INC,530 VENTURA AVE,SAN MATEO,CA,94403,974266,(877) 331-1638,General,https://klbconst.com/contact-us/,info@klbconst.com,,Zohaib Tariq
K & S BAY CONCRETE,1169 KEYSTONE CT,SAN JOSE,CA,95132,1003220,(650) 389-3338,Concrete,,,,Zohaib Tariq
K A CONSTRUCTION,5851 SILVER LEAF RD,SAN JOSE,CA,95138,561728,(408) 568-1633,General,,,,Zohaib Tariq
K A S A  PAINTING SERVICES INC,1186 MAGNOLIA AVENUE,SAN JOSE,CA,95126,781921,(408) 439-4658,Painting,,,,Zohaib Tariq
K B ELECTRIC,870 VILLA AVENUE,SAN JOSE,CA,95126,994321,(408) 892-1950,Electrical,,,,Zohaib Tariq
K B SYSTEMS,P O BOX 3192,FREMONT,CA,94539,460770,(510) 687-9096,Electrical,,,,Zohaib Tariq
K C BUILDERS,6076 HORTON COURT,SAN JOSE,CA,95123,701289,(408) 838-2245,General,,,,Zohaib Tariq
K C W CONST CO,3317 TREBOL LANE,SAN JOSE,CA,95148,816471,(408) 204-0734,General,,,,Zohaib Tariq
K D GENERAL CONTRACTOR,1522 KARL STREET,SAN JOSE,CA,95122,1086088,(408) 580-7888,General,,,,Zohaib Tariq
K I A CONSTRUCTION,1775 CARDEL WAY,SAN JOSE,CA,95124,637720,(408) 489-8996,General,,,,Zohaib Tariq
K J L CONSTRUCTION,1680 GRIZILO DRIVE,SAN JOSE,CA,95124,1129891,(408) 799-1978,General,,,,Zohaib Tariq
K J M ENTERPRISES,366 GRANDIN COURT,SAN JOSE,CA,95123,780610,(408) 716-0823,Landscaping,,,,Zohaib Tariq
K L CONSTRUCTION,5147 MAUXWOOD PLACE,SAN JOSE,CA,95111,663399,(408) 533-2461,General,,,,Zohaib Tariq
K M C CONSTRUCTION CORPORATION,2982 VERNA DRIVE,SAN JOSE,CA,95133,1048718,(408) 207-2082,General,,,,Zohaib Tariq
K M Q BUILDER,92 CHERRY BLOSSOM DR,SAN JOSE,CA,95123,741720,(916) 367-9231,General,,,,Zohaib Tariq
K P FRAMING,1006 ALMARIDA DRIVE,SAN JOSE,CA,95128,629610,(408) 828-3563,General,,,,Zohaib Tariq
K P N BUILDERS INC,276 MAHONEY DRIVE,SAN JOSE,CA,95127,1083605,(669) 294-0766,General,,,,Zohaib Tariq
K P N BUILDERS INC,276 MAHONEY DRIVE,SAN JOSE,CA,95127,1083605,(669) 294-0766,Electrical,,,,Rehan
K P N BUILDERS INC,276 MAHONEY DRIVE,SAN JOSE,CA,95127,1083605,(669) 294-0766,Plumbing,,,,Rehan
K R L ELECTRIC,1620 BRANHAM LANE APT 99,SAN JOSE,CA,95118,894397,(510) 290-3220,Electrical,,,,Zohaib Tariq
K S ELECTRIC,1072 NORFOLK DRIVE,SAN JOSE,CA,95129,768223,(408) 568-0928,Electrical,,,,Zohaib Tariq
K S ELECTRIC & CONSTRUCTION,2359 DAVID COURT,SAN MATEO,CA,94403,619908,(408) 761-0071,General,,,,Zohaib Tariq
K S ELECTRIC & CONSTRUCTION,2359 DAVID COURT,SAN MATEO,CA,94403,619908,(408) 761-0071,Electrical,,,,Rehan
K S HVAC INC,486 NERDY AVE,SAN JOSE,CA,95111,1003964,(408) 509-1144,HVAC,,,,Zohaib Tariq
K S Y C CONSTRUCTION,36466 LAREDO DRIVE,FREMONT,CA,94536,479065,(510) 881-3597,General,,,,Zohaib Tariq
K T LANDSCAPE,411 GIANNOTTA WAY,SAN JOSE,CA,95133,975605,(408) 914-8980,Landscaping,,,,Zohaib Tariq
K TOP BUILDERS & DEVELOPMENT INC,980 SUMMERPLACE DR,SAN JOSE,CA,95122,1034116,(408) 701-7522,General,,,,Zohaib Tariq
K YOUNG REMODELING,2014 CURTNER AVE,SAN JOSE,CA,95124,953980,(408) 540-7247,Finish Carpentry,,,,Zohaib Tariq
KAAVE ELECTRIC COMPANY LLC,PO BOX 18427,SAN JOSE,CA,95158,1041737,(408) 256-9125,Electrical,https://kaaveelectric.com/,manny01@kaaveelectric.com,,Zohaib Tariq
KAI DESIGN AND BUILD,2080 SPARROW DR,FREMONT,CA,94538,895936,(510) 829-9610,General,,,,Zohaib Tariq
KAILEY AIR SYSTEMS,3633 NORWOOD AVE,SAN JOSE,CA,95148,1093765,(408) 300-0016,Electrical,http://www.kaileyairsystems.com/,Kaileyairsystems@gmail.com,https://www.facebook.com/p/Kailey-Air-Systems-100086819517571/,Zohaib Tariq
KAILEY AIR SYSTEMS,3633 NORWOOD AVE,SAN JOSE,CA,95148,1093765,(408) 300-0016,HVAC,,,,Rehan
KAK CONSTRUCTION,1633 CLOVIS AVENUE,SAN JOSE,CA,95124,697037,(530) 520-3993,General,https://kakconstruction.com/,kevin@kakconstruction.com,,Zohaib Tariq
KALI BUILDERS CONSTRUCTION INC,36119 ADOBE DRIVE,FREMONT,CA,94536,1052944,(408) 506-5286,General,,,,Zohaib Tariq
KALLIO PAAVO,510 SADDLE BROOK DRIVE #28,SAN JOSE,CA,95136,788682,(408) 724-5151,General,,,,Zohaib Tariq
KANG LAKHWINDER SINGH,1433 TRESTLEWOOD DRIVE,SAN JOSE,CA,95138,1067114,(408) 888-5264,General,,,,Zohaib Tariq
KAVANAGH CONSTRUCTION,142 ELM STREET 308,SAN MATEO,CA,94401,796910,(650) 703-1481,General,,,,Zohaib Tariq
KB BROTHER CONSTRUCTION INC,43024 CHRISTY ST,FREMONT,CA,94538,1070864,(510) 953-8909,General,https://www.kbbroconstruction.com/,nick@kbbroconstruction.com,,Zohaib Tariq
KBZ CONSTRUCTION INC,3239 ROCKY MOUNTAIN DRIVE,SAN JOSE,CA,95127,1004419,(408) 981-2389,General,,,,Zohaib Tariq
KD HARDWOOD FLOOR,1079 LOUPE AVE,SAN JOSE,CA,95121,1118822,(408) 655-9080,Flooring,,,,Zohaib Tariq
KDS PLUMBING INC,2087 RINGWOOD AVE STE 10,SAN JOSE,CA,95131,696971,(408) 435-1685,Plumbing,,,,Zohaib Tariq
KEITH ROOFING COMPANY,424 LANO ST,SAN JOSE,CA,95125,1118418,(415) 494-1923,Roofing,https://keithroofingcompany.com/,matt@thriveground.com,,Zohaib Tariq
KELLER CONSTRUCTION,5763 COHASSET WAY,SAN JOSE,CA,95123,950188,(408) 799-8854,General,https://kellergrp.com/,connect@kellergrp.com,,Zohaib Tariq
KELLY BROTHERS HOUSE MOVERS INC,5655 SILVER CREEK VALLEY RD,SAN JOSE,CA,95138,661719,(408) 287-9755,Demolition,,,,Zohaib Tariq
KELLY KERRY PAINTING,500 MILL POND DR,SAN JOSE,CA,95125,713295,(408) 460-3480,Painting,,,,Zohaib Tariq
KELLY PLUMBING,343 VINEYARD DR,SAN JOSE,CA,95119,660339,(408) 892-0572,Plumbing,,,,Zohaib Tariq
KELSO PLUMBING,6462 MOJAVE DRIVE,SAN JOSE,CA,95120,789797,(408) 425-9853,Plumbing,,,,Zohaib Tariq
KEMING CONSTRUCTION,1192 LENARK CT,SAN JOSE,CA,95132,1117684,(510) 366-5533,General,,,,Zohaib Tariq
KEN's HARDWOOD FLOOR SERVICE,831 LE COMPTE PLACE,SAN JOSE,CA,95122,694580,(408) 398-8225,Flooring,http://www.kenhardwood.com/,kenkhoinguyen@yahoo.com,,Zohaib Tariq
KEN's SOLAR SERVICE,5779 WINFIELD BLVD UNIT A-8,SAN JOSE,CA,95123,720646,(408) 559-8111,Solar,https://kenssolarheating.com/,kensouza@kenssolarheating.com,,Zohaib Tariq
KENDALL PAINTING & FINISHING,2380 WEST PARK DRIVE,SAN JOSE,CA,95124,690634,(408) 857-4754,Painting,,,,Zohaib Tariq
KENT CONSTRUCTION,14884 NELSON WAY,SAN JOSE,CA,95124,1063490,(408) 482-6911,General,,,,Zohaib Tariq
KENTWOOD CONSTRUCTION & REMODEL,2964 BIGWOOD DR,SAN JOSE,CA,95127,983045,(279) 999-2023,General,,,,Zohaib Tariq
KERBY CONSTRUCTION INC,190 N MONTGOMERY ST,SAN JOSE,CA,95110,397447,(408) 291-0256,General,,,,Zohaib Tariq
KERBY CONSTRUCTION INC,190 N MONTGOMERY ST,SAN JOSE,CA,95110,397447,(408) 291-0256,General,,,,Rehan
KERBY CONSTRUCTION INC,190 N MONTGOMERY ST,SAN JOSE,CA,95110,397447,(408) 291-0256,Painting,,,,Rehan
KEVIN JOHNSON PAINTING INC,5706 CAHALAN AVE,SAN JOSE,CA,95153,1025934,(510) 396-9998,Painting,https://www.kevinjohnsonpaintinginc.com/,,,Zohaib Tariq
KGB DIGITAL SYSTEM SERVICES LLC THE,731 SHAWNEE LN,SAN JOSE,CA,95123,1039320,(831) 200-3496,Electrical,https://www.thekgbdss.com/,kevin@thekgbdss.com,,Zohaib Tariq
KGV CONSTRUCTION & DESIGN,2792 WESTBRANCH DR,SAN JOSE,CA,95148,978359,(408) 362-5925,General,,,,Zohaib Tariq
KHAI HEATING AND AIR CONDITIONING,1182 RAPOSA DRIVE,SAN JOSE,CA,95121,994721,(408) 204-0682,HVAC,,,,Zohaib Tariq
KHAN SAZZADUL KARIM,3326 ARIEL JOSHUA COURT,SAN JOSE,CA,95135,1060522,(650) 888-2524,General,,,,Zohaib Tariq
KHOURY CONSTRUCTION,900 BERMUDA DRIVE,SAN MATEO,CA,94403,739912,(415) 720-0614,General,,,,Zohaib Tariq
KIEU NATHAN,2716 WHISPERING HILLS LN,SAN JOSE,CA,95148,976164,(408) 608-9400,General,,,,Zohaib Tariq
KIEX GLOBAL INC,6985 VIA DEL ORO STE A3,SAN JOSE,CA,95119,1119339,(408) 569-5137,General,,,,Zohaib Tariq
KILAND,495 E BROKAW RD,SAN JOSE,CA,95112,1038355,(408) 213-0996,General,https://www.kilanddesign.com/,contact@kilanddesign.com,,Zohaib Tariq
KILAND,495 E BROKAW RD,SAN JOSE,CA,95112,1038355,(408) 213-0996,Flooring,,,,Rehan
KILIK GENERAL ENGINEERING INC,1060 MINNESOTA AVE #1,SAN JOSE,CA,95125,928944,(408) 298-0111,General,https://kilikengineering.com/,info@kilikengineering.com,,Zohaib Tariq
KIM SU HAN,504 SIRINA CT,SAN JOSE,CA,95131,917389,(408) 497-1487,Painting,,,,Zohaib Tariq
