Crunchbase link,Business Name,Website,Contact Form Link,Email,Phone,Address,City,State,Country,Business Type,Brief Description,,Notes,Worker
,Coconu,https://coconu.com/,https://coconu.com/pages/contact-us,support@coconu.com,801-895-7255,"8744 Sandy Pkwy, Sandy, UT 84070, USA",Sandy,Utah,United States,Wellness & Fitness,"Coconu provides natural and organic personal lubricants to enhance intimacy and pleasure, promoting healthy relationships with safe and organic ingredients",,,Sharoon
,Monnit,https://www.monnit.com/,https://www.monnit.com/contact/,admins@monnit.com,801-561-5555,"3400 S W Temple St, South Salt Lake, UT 84115",South Salt Lake,Utah,United States,Information Technology,Monnit is a top IoT leader offering cost-effective remote monitoring solutions with wireless sensors to empower businesses in monitoring and preventing losses,,,Sharoon
,DIME Beauty,https://dimebeautyco.com/,https://dimebeautyco.com/pages/contact,hello@dimebeautyco.com,801-679-3286,"427 W 11950 S, Draper, UT 84020, USA",Draper,Utah,United States,Mechanical or Industrial engineering,"DIME Beauty is a skincare, wellness, and beauty brand that offers clean and luxury products at affordable prices. Their best-selling all-in-one skincare system, The Works, provides essential anti-aging solutions",,,Sharoon
,WANDRD,https://www.wandrd.com/,https://www.wandrd.com/pages/support,support@starapps.studio,801-850-7458,"228 N Orem Blvd, Orem, UT 84057, USA",Orem,Utah,United States,Retail,"WANDRD creates versatile and stylish carrying solutions for photography, travel, and everyday use, inspiring people to live passionately in the moment. They encourage the unexpected and provoke the WANDRD spirit with their innovative camera",,,Sharoon
,KURU Footwear,https://www.kurufootwear.com/,https://www.kurufootwear.com/pages/contact?,reviews@kurufootwear.com,877-211-5878,"4416 S Century Dr, Murray, UT 84123, USA",Murray,Utah,United States,Apparel and Fashion,"KURU Footwear offers the world's most comfortable shoes with patented KURUSOLE technology, designed to protect feet from pain and provide a perfect fit for trail, travel, and daily wear.",,,Sharoon
,Black Clover,https://blackcloverusa.com/,https://blackcloverusa.com/policies/contact-information,support@blackclover.zendesk.com,801-716-4477,"12059 S State St, Draper, UT 84020, USA",Draper,Utah,United States,Apparel and Fashion,"Black Clover is a lifestyle apparel company offering premium hats, hoodies, t-shirts, beanies, belts, and accessories for men, women, and children. With a vision of 'Live Lucky,' the brand inspires individuals to embrace each day",,,Sharoon
,Minky Couture,https://www.softminkyblankets.com/,https://www.softminkyblankets.com/pages/customer-service,info@minkycouture.com,844-222-1967,"475 Depot Dr, Ogden, UT 84404, USA",Ogden,Utah,United States,Retail,"Minky Couture, established in 2009, specializes in creating designer luxury blankets for all ages. With a wide range of patterns and colors, our plush and soft blankets make the perfect gift for any occasion",,,Sharoon
,Younique,https://www.youniqueproducts.com/,https://www.youniqueproducts.com/business/support/contact,presenter@youniqueproducts.com,844-222-1967,"3400 Mayflower Avenue, Lehi, UT, United States",Lehi,Utah,United States,Wellness & Fitness,"Younique is an American multi-level marketing company that offers premium cosmetics and skincare products. Founded in 2012, Younique's mission is to uplift, empower, and validate women worldwide by providing high-quality",,,Sharoon
,Made By Mary,https://madebymary.com/,https://madebymary.com/pages/contact-us,info@madebymary.com,801-601-1969,"753 W Honda Park Drive, Bluffdale, UT 84065",Bluffdale,Utah,United States,Retail,"Made by Mary has grown from a one-woman passion project into a team of artisans, designers, and customer service specialists",,,Sharoon
,Clean Simple Eats,https://cleansimpleeats.com/,https://cleansimpleeats.com/pages/contact-us,hello@cleansimpleeats.com,385-236-0263,"Riverton, Utah 84096, USA",Riverton,Utah,United States,Apparel and Fashion,"Clean Simple Eats is on a mission to elevate lives through food and fitness. Our founders, Erika and JJ, have rocked the clean eating scene by creating macro-balanced meal plans, delicious recipes, and the best tasting protein powders and supplements on the planet.",,,Sharoon
,&Collar,https://andcollar.com/,https://andcollar.com/pages/contact-us,info@andcollar.com,801-232-7072,"158 W Oakland Ave, South Salt Lake, UT 84115, USA",South Salt Lake,Utah,United States,Apparel and Fashion,"&Collar menswear is a sustainable style brand that offers stain-resistant dress shirts, ties, and pants for men. Their products are made from recycled plastic, wrinkle-resistant, and machine washable, catering to both blue and white-collar workers",,,Sharoon
,Hard Jewelry,https://www.hardjewelry.com/,https://www.hardjewelry.com/pages/contact,support@hardjewelry.com,844-844-1658,"204 25th St, Ogden, UT 84401, USA",Ogden,Utah,United States,Apparel and Fashion,"ard Jewelry™ offers a unique selection of Stainless Steel and 925 Sterling Silver Jewelry trusted by over 480,000 customers for style upgrades. Based in Ogden, UT, they provide a range of jewelry and clothing items with worldwide shipping",,,Sharoon
,Paparazzi Accessories,https://paparazziaccessories.com/,https://paparazziaccessories.com/pages/contact-us,compliance@paparazziaccessories.com,855-697-2727,"4771 S Desert Color Pkwy, St. George, UT 84790, USA",George,Utah,United States,Apparel and Fashion,"Paparazzi Accessories is a company that offers trendy and affordable jewelry pieces for just $5 each. Founded in 1984, the company has grown exponentially by providing fashionable finds accessible to everyone through their network of Paparazzi",,,Sharoon
,Keto Chow,https://www.ketochow.xyz/,https://www.ketochow.xyz/contact,orders@ketochow.xyz,385-645-5386,"12577 S. 265 W Ste 4A Draper UT, 84020",Draper,Utah,United States,Food & Beverages,"Keto Chow offers nutritionally complete shakes designed to make the Ketogenic Diet easy and enjoyable. With over 30 delicious flavors, Keto Chow provides complete nutrition for Nutritional Ketosis, making it convenient to replace mundane meals",,,Sharoon
,Silhouette America .,https://www.silhouetteamerica.com/,https://www.silhouetteamerica.com/contact-us,support@silhouetteamerica.com,800-859-8243,"618 N 2000 W, Lindon, UT 84042, USA",Lindon,Utah,United States,Retail,"Silhouette America specializes in providing innovative desktop cutting machines designed for DIY projects, enabling users to explore endless creative possibilities in arts and crafts",,,Sharoon
,Barebones,https://barebonesliving.com/,https://barebonesliving.com/pages/contact-us,support@barebonesliving.com,801-649-3088,"1215 Wilmington Ave, Salt Lake City, UT 84106, USA",Salt Lake City,Utah,United States,Mechanical or Industrial engineering,"1215 E Wilmington Ave Ste 140, Salt Lake City, UT, United States",,,Sharoon
,PMD Beauty,https://pmdbeauty.com/,https://pmdbeauty.com/pages/contact-us,info@trypmd.com,888-445-4532,"12441 South 900 East Ste 75, Draper, UT, United States",Draper,Utah,United States,Wellness & Fitness,PMD Beauty specializes in developing innovative beauty tools and skincare products that utilize smart technology to enhance skin health and promote confidence,,,Sharoon
,Thread Wallets,https://www.threadwallets.com/,https://www.threadwallets.com/pages/contact-us,contact@threadwallets.com,480-251-9875,"241 W Center St Provo, UT 84601, USA",Provo,Utah,United States,Apparel and Fashion,Thread® sells unique wallets designed to fit your lifestyle in both functionality and style. We design slim wallets that cater to the stylish minimalist in both functionality and fashion,,,Sharoon
,Perk Energy,https://perkenergy.com/,https://perkenergy.com/pages/contact-us,info@perkenergy.com,801-529-3241,"974 W 14420 S, Suite #5. Bluffdale, UT 84065",Bluffdale,Utah,United States,Food Production,Perk Energy offers emotional support beverages that make mornings easier and everyday life better. Enjoy delicious flavors like chai to kickstart your day with a smile,,,Sharoon
,Drift,https://drift.co/,https://drift.co/pages/contact-us,hello@drift.co,857-220-8410,"590 N Kays Dr, Kaysville, UT 84037, USA",Kaysville,Utah,United States,Mechanical or Industrial engineering,Drift is a design-forward scent-based home goods company that creates products to seamlessly fit into your lifestyle. Their handcrafted items are made for those who appreciate beauty and seek products that blend in while standing out,,,Sharoon
,Gathre,https://gathre.com/,https://gathre.com/pages/contact-us,hello@gathre.com,888 457 0693,"32 S Freedom Blvd, Provo, UT 84601, USA",Provo,Utah,United States,Mechanical or Industrial engineering,"Gathre: Design company in Provo, Utah, offering luxurious leather playmats and a range of modern parenting products",,,Sharoon
,Glasses,https://www.glasses.com/,https://www.glasses.com/gl-us/contact-us,info@glasses.com,800-452-7737,"11781 Lone Peak Pkwy, Draper, UT 84020, USA",Draper,Utah,United States,Retail,"Glasses.com is a company founded in 2011 in Salt Lake City, dedicated to changing the way the world perceives glasses. They offer a wide range of prescription eyewear and sunglasses, with a focus on helping customers",,,Sharoon
,Gnarly Nutrition,https://gognarly.com/,https://gognarly.com/pages/contact-us,contact@gognarly.com,855-406-0959,"537 W. 600 South, Salt Lake City, UT, 84101",Salt Lake City,Utah,United States,Wellness & Fitness,Gnarly exists to create the highest quality sports nutrition products for all levels of performance. Nutrition that helps push through the failure,,,Sharoon
,Xi3,https://www.xi3.com/,,info@xi3.com,801-478-3800,"299 S Main St, Salt Lake City, UT 84111, USA",Salt Lake City,Utah,United States,Information Technology,"Xi3 Corporation revolutionizes computing with modular architecture, providing small, powerful computers and devices for energy-efficient solutions",,,Sharoon
,Vidafy,https://vidafy.com/,https://vidafy.com/pages/contact,support@vidafy.com,801-849-9025,"Lehi, Utah, United States",Lehi,Utah,United States,Wellness & Fitness,"Vidafy Global combines tradition, science, and nature to offer unique wellness solutions for a healthier lifestyle with just 10 drops a day.",,,Sharoon
,Denik,https://denik.com/,https://denik.com/pages/contact-us,info@denik.com,801-649-6574,"1155 W 2200 S, Logan, UT 84321, USA",Logan,Utah,United States,Retail,Denik: Custom notebooks supporting artists & schools globally,,,Sharoon
,Prints of Love,https://printsoflove.com/,https://printsoflove.com/prints-of-love-referral-partner-program/contact,hello@printsoflove.com,385-334-5335,"332 E 500 S, Salt Lake City, UT 84111, USA",Salt Lake City,Utah,United States,Printing,"Prints of Love is a printing company that specializes in wedding designs, pregnancy announcements, and holiday cards. They offer professionally printed products through an easy-to-use online platform, collaborating with independent graphic designers",,,Sharoon
,SilencerCo,https://silencerco.com/,https://silencerco.com/contact-us/,info@silencerco.com,801-417-5384,"5511 South 6055 West West Valley City, UT 84118",West Valley,Utah,United States,Mechanical or Industrial engineering,"SilencerCo is a leading company in the firearm industry, specializing in high-quality silencers, suppressors, and accessories. With a focus on innovation and problem-solving, SilencerCo aims to improve sound reduction levels",,,Sharoon
,WildBird,https://wildbird.co/,https://wildbird.co/pages/contact-us,hello@wildbird.co,805-807-6115,"50 W Broadway, Salt Lake City, UT 84101",Salt Lake City,Utah,United States,Consumer Goods,"WildBird creates beautiful and supportive Ring Slings for newborns to toddlers, made with luxurious linen fabric for maximum comfort and closeness in carrying babies up to 45lbs",,,Sharoon
